Protein	Entry	Protein.description	Gene.names	Gene	Mitochondrion	Annotation..general.	AgingAnnotation..elife.paper.	ENSG	name	type	description	r_CTR_lower	r_CTR	r_CTR_upper	r_PAD_lower	r_PAD	r_PAD_upper	diff	r_CTR_pval	r_PAD_pval	group
TFIP8_HUMAN	O95379	Tumor necrosis factor alpha-induced protein 8 (TNF alpha-induced protein 8) (Head and neck tumor and metastasis-related protein) (MDC-3.13) (NF-kappa-B-inducible DED-containing protein) (NDED) (SCC-S2) (TNF-induced protein GG2-1)	TNFAIP8	TNFAIP8	FALSE	NA	NA	ENSG00000145779	TNFAIP8	protein_coding	TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]	-0.3892752828	 0.3706758248	 0.8303797443	-0.7416191382	-2.100954e-01	 4.834874e-01	 0	3.260713e-01	0.5601707749	
TFP11_HUMAN	Q9UBB9	Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)	TFIP11 STIP HSPC006	TFIP11	FALSE	NA	NA	ENSG00000100109	TFIP11	protein_coding	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]	-0.9330959537	-0.2875611403	 0.7968775287	-0.1540987039	 8.427439e-01	 9.893811e-01	 1	6.389763e-01	0.0730677894	
TGFA1_HUMAN	Q8WUH2	Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1)	TGFBRAP1	TGFBRAP1	FALSE	NA	NA	ENSG00000135966	TGFBRAP1	protein_coding	transforming growth factor beta receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16836]	-0.5359577345	-0.1080523975	 0.3640225333	-0.6262190132	-2.541182e-01	 2.122733e-01	 0	6.597144e-01	0.2796312365	
TGFB2_HUMAN	P61812	Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	TGFB2	TGFB2	FALSE	NA	NA	ENSG00000092969	TGFB2	protein_coding	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	-0.8339868433	 0.1827377934	 0.9171398035	-0.7081464549	 4.640401e-01	 9.552291e-01	 0	7.686325e-01	0.4311140810	
TGO1_HUMAN	Q5JRA6	Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	MIA3	FALSE	NA	NA	ENSG00000154305	MIA3	protein_coding	MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]	-0.3720359602	 0.0012087390	 0.3741169586	-0.4554169663	-1.205265e-01	 2.442447e-01	 0	9.951294e-01	0.5183782120	
THADA_HUMAN	Q6YHU6	Thyroid adenoma-associated protein (Gene inducing thyroid adenomas protein)	THADA GITA KIAA1767	THADA	FALSE	NA	NA	ENSG00000115970	THADA	protein_coding	THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]	-0.7773429207	 0.3339636323	 0.9394313899	-0.8817000338	 2.550101e-03	 8.828303e-01	 0	5.828263e-01	0.9967531141	
THAS_HUMAN	P24557	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	TBXAS1 CYP5 CYP5A1 TXAS	TBXAS1	FALSE	NA	NA	ENSG00000059377	TBXAS1	protein_coding	thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]	-0.7549888570	-0.3743784960	 0.1949192999	-0.5966521120	-1.215358e-01	 4.166681e-01	 0	1.872436e-01	0.6661222708	
THMS2_HUMAN	Q5TEJ8	Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2)	THEMIS2 C1orf38 ICB1	THEMIS2	FALSE	NA	NA	ENSG00000130775	THEMIS2	protein_coding	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	-0.7071612260	-0.0811516877	 0.6161787245	-0.5220748211	 1.602166e-01	 7.174673e-01	 0	8.355837e-01	0.6583848995	
THOC3_HUMAN	Q96J01	THO complex subunit 3 (Tho3) (TEX1 homolog) (hTREX45)	THOC3	THOC3	FALSE	NA	NA	ENSG00000051596	THOC3	protein_coding	THO complex 3 [Source:HGNC Symbol;Acc:HGNC:19072]	-0.4890130785	 0.2031676155	 0.7383450569	-0.3728901706	 3.355069e-01	 7.968116e-01	 0	5.734657e-01	0.3432622617	
THOC5_HUMAN	Q13769	THO complex subunit 5 homolog (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90)	THOC5 C22orf19 KIAA0983	THOC5	FALSE	NA	NA	ENSG00000100296	THOC5	protein_coding	THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]	-0.5578694914	-0.1388410764	 0.3365948601	-0.3756303464	 8.022593e-02	 5.048246e-01	 0	5.708056e-01	0.7367033932	
THUM2_HUMAN	Q9BTF0	THUMP domain-containing protein 2	THUMPD2 C2orf8	THUMPD2	FALSE	NA	NA	ENSG00000138050	THUMPD2	protein_coding	THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]	-0.8767450085	 0.0243795595	 0.8875553210	-0.9407427283	-3.439494e-01	 7.728389e-01	 0	9.689621e-01	0.5708647630	
THY1_HUMAN	P04216	Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90)	THY1	THY1	FALSE	NA	NA	ENSG00000154096	THY1	protein_coding	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	-0.3404577742	 0.0834564689	 0.4791745898	-0.3407069215	 5.373686e-02	 4.320947e-01	 0	7.049964e-01	0.7943103118	
TI17A_HUMAN	Q99595	Mitochondrial import inner membrane translocase subunit Tim17-A (Inner membrane preprotein translocase Tim17a)	TIMM17A MIMT17 TIM17 TIM17A TIMM17	TIMM17A	TRUE	NA	NA	ENSG00000134375	TIMM17A	protein_coding	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	-0.6943892610	 0.4850149354	 0.9575386889	-0.9144865364	-1.667887e-01	 8.389277e-01	 0	4.076071e-01	0.7886267943	
TI23B_HUMAN	Q5SRD1	Mitochondrial import inner membrane translocase subunit Tim23B (TIMM23B)	TIMM23B	TIMM23B	TRUE	NA	NA	ENSG00000204152	TIMM23B	protein_coding	translocase of inner mitochondrial membrane 23 homolog B [Source:HGNC Symbol;Acc:HGNC:23581]	-0.6917726831	-0.2546658305	 0.3190197737	-0.7389029346	-3.646736e-01	 1.814939e-01	 0	3.795910e-01	0.1814104236	
TIA1_HUMAN	P31483	Nucleolysin TIA-1 isoform p40 (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1) (p40-TIA-1)	TIA1	TIA1	FALSE	NA	NA	ENSG00000116001	TIA1	protein_coding	TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]	-0.7742780828	-0.2822505992	 0.4224503706	-0.5883893272	 6.550390e-02	 6.675965e-01	 0	4.294576e-01	0.8573234550	
TIM10_HUMAN	P62072	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10 TIM10	TIMM10	TRUE	NA	NA	ENSG00000134809	TIMM10	protein_coding	translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]	-0.3768843314	 0.0932957241	 0.5252472465	-0.2526424534	 2.137787e-01	 5.995784e-01	 0	7.040280e-01	0.3654581461	
TIM22_HUMAN	Q9Y584	Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4)	TIMM22 TEX4 TIM22	TIMM22	TRUE	NA	NA	ENSG00000177370	TIMM22	protein_coding	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	-0.8715682255	-0.5361739788	 0.1410791114	-0.8656469126	-5.187655e-01	 1.646355e-01	 0	1.101226e-01	0.1244425533	
TIM23_HUMAN	O14925	Mitochondrial import inner membrane translocase subunit Tim23	TIMM23 TIM23	TIMM23	TRUE	NA	NA	ENSG00000265354	TIMM23	protein_coding	translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]	-0.9118037912	-0.1510506281	 0.8436458648	-0.9035195689	-1.047701e-01	 8.566840e-01	 0	8.084102e-01	0.8668469988	
TIM29_HUMAN	Q9BSF4	Mitochondrial import inner membrane translocase subunit Tim29 (TIM29)	TIMM29 c19orf52	TIMM29	TRUE	NA	NA	ENSG00000142444	C19orf52	protein_coding	translocase of inner mitochondrial membrane 29 [Source:HGNC Symbol;Acc:HGNC:25152]	-0.6230137081	-0.2836567403	 0.1455655291	-0.4844074910	-1.194730e-01	 2.808774e-01	 0	1.896410e-01	0.5610228577	
TIM8B_HUMAN	Q9Y5J9	Mitochondrial import inner membrane translocase subunit Tim8 B (DDP-like protein) (Deafness dystonia protein 2)	TIMM8B DDP2 DDPL TIM8B	TIMM8B	TRUE	NA	NA	ENSG00000150779	TIMM8B	protein_coding	translocase of inner mitochondrial membrane 8 homolog B [Source:HGNC Symbol;Acc:HGNC:11818]	-0.9822941690	-0.7500871166	 0.3908048352	-0.9621890831	-5.289638e-01	 6.624677e-01	 0	1.442203e-01	0.3593814922	
TIMP2_HUMAN	P16035	Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2)	TIMP2	TIMP2	FALSE	NA	NA	ENSG00000035862	TIMP2	protein_coding	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	-0.9937305910	-0.7264062247	 0.7774484111	-0.4535004330	 7.147389e-01	 9.794033e-01	 0	2.735938e-01	0.1748561565	
TINF2_HUMAN	Q9BSI4	TERF1-interacting nuclear factor 2 (TRF1-interacting nuclear protein 2)	TINF2 TIN2	TINF2	FALSE	NA	NA	ENSG00000092330	TINF2	protein_coding	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	-0.9113086386	 0.4009442240	 0.9831731062	-0.9526806555	-4.415188e-01	 7.219894e-01	 0	5.990558e-01	0.4566804879	
TIRR_HUMAN	Q9BRJ7	Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos)	NUDT16L1 SDOS TIRR	NUDT16L1	FALSE	NA	NA	ENSG00000168101	NUDT16L1	protein_coding	nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]	-0.6174960756	-0.3175815275	 0.0629543838	-0.3813678542	-3.125077e-02	 3.267071e-01	 0	9.959564e-02	0.8674588158	
TLCD4_HUMAN	Q96MV1	TLC domain-containing protein 4 (Transmembrane protein 56)	TLCD4 TMEM56	TLCD4	FALSE	NA	NA	ENSG00000152078	TMEM56	protein_coding	TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]	-0.7762926843	 0.3363145763	 0.9397417223	-0.9489810707	-4.099314e-01	 7.399528e-01	 0	5.800061e-01	0.4930698299	
TLE5_HUMAN	Q08117	TLE family member 5 (Amino-terminal enhancer of split) (Amino enhancer of split) (Gp130-associated protein GAM) (Grg-5) (Groucho-related protein 5) (Protein ESP1) (Protein GRG) (TLE family member 5, transcriptional modulator)	TLE5 AES GRG GRG5	TLE5	FALSE	NA	NA	ENSG00000104964	AES	protein_coding	TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]	-0.7669094156	 0.3567210393	 0.9423943055	-0.7516450904	 3.877744e-01	 9.462943e-01	 0	5.556341e-01	0.5189391681	
TM10C_HUMAN	Q7L0Y3	tRNA methyltransferase 10 homolog C (HBV pre-S2 trans-regulated protein 2) (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (Renal carcinoma antigen NY-REN-49) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221)	TRMT10C MRPP1 RG9MTD1	TRMT10C	TRUE	NA	NA	ENSG00000174173	TRMT10C	protein_coding	tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]	-0.1996958839	 0.1873380937	 0.5238054621	-0.5730203940	-2.743945e-01	 8.855586e-02	-1	3.397839e-01	0.1352216353	
TM119_HUMAN	Q4V9L6	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	TMEM119 PSEC0199 UNQ731/PRO1415	TMEM119	FALSE	NA	NA	ENSG00000183160	TMEM119	protein_coding	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	-0.9212880349	-0.2084727120	 0.8256552185	-0.8451145915	 1.460464e-01	 9.109369e-01	 0	7.364997e-01	0.8147111231	
TM14C_HUMAN	Q9P0S9	Transmembrane protein 14C	TMEM14C C6orf53 HSPC194	TMEM14C	TRUE	NA	NA	ENSG00000111843	TMEM14C	protein_coding	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]	-0.9387533650	-0.3288532845	 0.7796046939	 0.0087051351	 8.841808e-01	 9.923398e-01	 1	5.889653e-01	0.0464849119	PAD_pos_CTR_ns
TM177_HUMAN	Q53S58	Transmembrane protein 177	TMEM177	TMEM177	TRUE	NA	NA	ENSG00000144120	TMEM177	protein_coding	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]	-0.9418897071	-0.3527956076	 0.7687525084	-0.9361889424	-3.098427e-01	 7.877721e-01	 0	5.603070e-01	0.6119024590	
TM186_HUMAN	Q96B77	Transmembrane protein 186	TMEM186 C16orf51	TMEM186	FALSE	NA	NA	ENSG00000184857	TMEM186	protein_coding	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]	-0.4766769865	 0.2742711649	 0.7938022432	-0.8005556765	-3.446511e-01	 3.639537e-01	 0	4.751103e-01	0.3294281316	
TM192_HUMAN	Q8IY95	Transmembrane protein 192	TMEM192	TMEM192	FALSE	NA	NA	ENSG00000170088	TMEM192	protein_coding	transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]	-0.8527650908	 0.1191328169	 0.9061560077	-0.9817245853	-7.430160e-01	 4.042549e-01	 0	8.486750e-01	0.1502102811	
TM209_HUMAN	Q96SK2	Transmembrane protein 209	TMEM209	TMEM209	FALSE	NA	NA	ENSG00000146842	TMEM209	protein_coding	transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]	-0.7971430977	 0.2868931667	 0.9330017314	-0.9505163385	-4.228846e-01	 7.327796e-01	 0	6.397910e-01	0.4780754024	
TM256_HUMAN	Q8N2U0	Transmembrane protein 256	TMEM256 C17orf61	TMEM256	FALSE	NA	NA	ENSG00000205544	TMEM256	protein_coding	transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]	-0.9133173266	-0.1598824732	 0.8410169040	-0.9107941350	-1.452258e-01	 8.453540e-01	 0	7.973020e-01	0.8157447974	
TMA7_HUMAN	Q9Y2S6	Translation machinery-associated protein 7 (Coiled-coil domain-containing protein 72)	TMA7 CCDC72 HSPC016 HSPC330	TMA7	FALSE	NA	NA	ENSG00000232112	TMA7	protein_coding	translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]	-0.5055415619	 0.0342155872	 0.5547245704	-0.4314679271	 1.037195e-01	 5.849054e-01	 0	9.075578e-01	0.7129858005	
TMCC2_HUMAN	O75069	Transmembrane and coiled-coil domains protein 2 (Cerebral protein 11)	TMCC2 KIAA0481 hucep-11	TMCC2	FALSE	NA	NA	ENSG00000133069	TMCC2	protein_coding	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	-0.9774963859	-0.2710451426	 0.9331170521	-0.5949680339	 4.188234e-01	 9.182655e-01	 0	7.289549e-01	0.4084984731	
TMCC3_HUMAN	Q9ULS5	Transmembrane and coiled-coil domain protein 3	TMCC3 KIAA1145	TMCC3	FALSE	NA	NA	ENSG00000057704	TMCC3	protein_coding	transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]	-0.2989191014	 0.2753274269	 0.7031836845	-0.3880457106	 1.333009e-01	 5.900190e-01	 0	3.407297e-01	0.6226080662	
TMCO6_HUMAN	Q96DC7	Transmembrane and coiled-coil domain-containing protein 6	TMCO6 PRO1580	TMCO6	FALSE	NA	NA	ENSG00000113119	TMCO6	protein_coding	transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]	-0.8924155770	-0.0477266409	 0.8712249894	-0.9184883442	-1.909949e-01	 8.313632e-01	 0	9.392556e-01	0.7583043913	
TMF1_HUMAN	P82094	TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)	TMF1 ARA160	TMF1	FALSE	NA	NA	ENSG00000144747	TMF1	protein_coding	TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]	-0.7718297020	-0.2766410894	 0.4274362780	-0.7350172982	-1.961807e-01	 4.945302e-01	 0	4.390723e-01	0.5869931884	
TMPPE_HUMAN	Q6ZT21	Transmembrane protein with metallophosphoesterase domain (EC 3.1.-.-)	TMPPE	TMPPE	FALSE	NA	NA	ENSG00000188167	TMPPE	protein_coding	transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:HGNC:33865]	-0.9108451952	-0.1455191101	 0.8452684836	-0.2561534034	 8.089269e-01	 9.868729e-01	 0	8.153753e-01	0.0973367414	
TNAP3_HUMAN	P21580	Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37]	TNFAIP3 OTUD7C	TNFAIP3	FALSE	NA	NA	ENSG00000118503	TNFAIP3	protein_coding	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	-0.7008511870	 0.4753289236	 0.9564796053	-0.9946663385	-9.180053e-01	-1.880254e-01	-1	4.184248e-01	0.0278354130	CTR_ns_PAD_neg
TNIP1_HUMAN	Q15025	TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN)	TNIP1 KIAA0113 NAF1	TNIP1	FALSE	NA	NA	ENSG00000145901	TNIP1	protein_coding	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	-0.4355044698	 0.2674609895	 0.7677909333	-0.8440163658	-4.575264e-01	 2.417373e-01	-1	4.550166e-01	0.1836649005	
TNIP2_HUMAN	Q8NFZ5	TNFAIP3-interacting protein 2 (A20-binding inhibitor of NF-kappa-B activation 2) (ABIN-2) (Fetal liver LKB1-interacting protein)	TNIP2 ABIN2 FLIP1	TNIP2	FALSE	NA	NA	ENSG00000168884	TNIP2	protein_coding	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	-0.9245957884	-0.2297260483	 0.8184167377	-0.7501815171	 3.906219e-01	 9.466440e-01	 0	7.100972e-01	0.5155994754	
TNMD_HUMAN	Q9H2S6	Tenomodulin (TeM) (hTeM) (Chondromodulin-1-like protein) (ChM1L) (hChM1L) (Chondromodulin-I-like protein) (Myodulin) (Tendin)	TNMD CHM1L UNQ771/PRO1565	TNMD	FALSE	NA	NA	ENSG00000000005	TNMD	protein_coding	tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]	-0.6470013845	 0.8305293224	 0.9963326893	-0.2253005996	 8.199519e-01	 9.877002e-01	 0	1.694707e-01	0.0891918925	
TNNI3_HUMAN	P19429	Troponin I, cardiac muscle (Cardiac troponin I)	TNNI3 TNNC1	TNNI3	FALSE	NA	NA	ENSG00000129991	TNNI3	protein_coding	troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]	-0.6410761767	-0.1674552008	 0.3985333074	-0.1698000467	 3.750889e-01	 7.443326e-01	 0	5.671802e-01	0.1683237939	
TNR6B_HUMAN	Q9UPQ9	Trinucleotide repeat-containing gene 6B protein	TNRC6B KIAA1093	TNRC6B	FALSE	NA	NA	ENSG00000100354	TNRC6B	protein_coding	trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]	-0.9699060664	-0.6074088080	 0.5922333215	-0.9272994768	-2.476047e-01	 8.120586e-01	 0	2.772368e-01	0.6879915668	
TOM20_HUMAN	Q15388	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	TOMM20	TRUE	NA	NA	ENSG00000173726	TOMM20	protein_coding	translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]	-0.5078679241	-0.1663006036	 0.2204539302	-0.4490055769	-1.125764e-01	 2.518084e-01	 0	3.976798e-01	0.5465332393	
TOP1_HUMAN	P11387	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	TOP1	TOP1	FALSE	NA	NA	ENSG00000198900	TOP1	protein_coding	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	-0.6761740531	-0.2270530219	 0.3451006446	-0.3287029570	 2.207263e-01	 6.585293e-01	 0	4.350221e-01	0.4292181959	
TOP3B_HUMAN	O95985	DNA topoisomerase 3-beta-1 (EC 5.6.2.1) (DNA topoisomerase III beta-1)	TOP3B TOP3B1	TOP3B	FALSE	NA	NA	ENSG00000100038	TOP3B	protein_coding	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]	-0.8505381034	-0.4284063654	 0.3294478602	-0.7554269416	-2.399112e-01	 4.590578e-01	 0	2.499592e-01	0.5043718097	
TP4A1_HUMAN	Q93096	Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (PTP(CAAXI)) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)	PTP4A1 PRL1 PTPCAAX1	PTP4A1	FALSE	NA	NA	ENSG00000112245	PTP4A1	protein_coding	protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]	-0.8429194257	-0.4061748296	 0.3532306872	-0.6648567759	-6.059711e-02	 5.916009e-01	 0	2.780301e-01	0.8679294935	
TP4A2_HUMAN	Q12974	Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (HU-PP-1) (OV-1) (PTP(CAAXII)) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2)	PTP4A2 PRL2 PTPCAAX2 BM-008	PTP4A2	FALSE	NA	NA	ENSG00000184007	PTP4A2	protein_coding	protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]	-0.1375215426	 0.4239952442	 0.7792681101	-0.7364557534	-3.791734e-01	 1.435049e-01	-1	1.308187e-01	0.1475024451	
TP8L3_HUMAN	Q5GJ75	Tumor necrosis factor alpha-induced protein 8-like protein 3 (TNF alpha-induced protein 8-like protein 3) (TNFAIP8-like protein 3)	TNFAIP8L3 TIPE3	TNFAIP8L3	FALSE	NA	NA	ENSG00000183578	TNFAIP8L3	protein_coding	TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]	-0.9139246140	-0.1634603780	 0.8399382492	-0.7377497925	 4.139595e-01	 9.494613e-01	 0	7.928064e-01	0.4883965023	
TPA_HUMAN	P00750	Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B]	PLAT	PLAT	FALSE	NA	NA	ENSG00000104368	PLAT	protein_coding	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]	 0.0734999381	 0.4714195930	 0.7398533345	-0.4060690162	-2.221062e-02	 3.683100e-01	-1	2.315983e-02	0.9142372484	CTR_pos_PAD_ns
TPC10_HUMAN	P48553	Trafficking protein particle complex subunit 10 (Epilepsy holoprosencephaly candidate 1 protein) (EHOC-1) (Protein GT334) (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1)	TRAPPC10 EHOC1 TMEM1	TRAPPC10	FALSE	NA	NA	ENSG00000160218	TRAPPC10	protein_coding	trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]	-0.6568921511	-0.1938897098	 0.3752981826	-0.6560358577	-2.375973e-01	 2.925660e-01	 0	5.065759e-01	0.3755731581	
TPC2A_HUMAN	P0DI81	Trafficking protein particle complex subunit 2 (Sedlin)	TRAPPC2 SEDL	TRAPPC2	FALSE	NA	NA	ENSG00000196459	TRAPPC2	protein_coding	trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]	-0.8129559265	 0.6773922228	 0.9923965115	-0.9164351995	-1.784643e-01	 8.353269e-01	 0	3.226078e-01	0.7739842055	
TPC2L_HUMAN	Q9UL33	Trafficking protein particle complex subunit 2-like protein	TRAPPC2L HSPC126	TRAPPC2L	FALSE	NA	NA	ENSG00000167515	TRAPPC2L	protein_coding	trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887]	-0.6899546886	-0.2514104840	 0.3221403692	-0.6752359519	-2.491556e-01	 3.016016e-01	 0	3.859210e-01	0.3705192793	
TPC6B_HUMAN	Q86SZ2	Trafficking protein particle complex subunit 6B (TRAPP complex subunit 6B)	TRAPPC6B	TRAPPC6B	FALSE	NA	NA	ENSG00000182400	TRAPPC6B	protein_coding	trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]	-0.6582719280	-0.1962281753	 0.3732077172	-0.6271391008	-1.907259e-01	 3.368241e-01	 0	5.013616e-01	0.4792213466	
TPK1_HUMAN	Q9H3S4	Thiamin pyrophosphokinase 1 (hTPK1) (EC 2.7.6.2) (Placental protein 20) (PP20) (Thiamine pyrophosphokinase 1)	TPK1	TPK1	FALSE	NA	NA	ENSG00000196511	TPK1	protein_coding	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]	-0.2925554084	 0.7948785664	 0.9858051166	-0.8114591072	 2.492541e-01	 9.275454e-01	 0	1.080227e-01	0.6859573163	
TPPC5_HUMAN	Q8IUR0	Trafficking protein particle complex subunit 5	TRAPPC5	TRAPPC5	FALSE	NA	NA	ENSG00000181029	TRAPPC5	protein_coding	trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:HGNC:23067]	-0.6709654780	-0.0123445237	 0.6571647961	-0.6661653175	-6.293702e-02	 5.900719e-01	 0	9.748551e-01	0.8628693169	
TPSNR_HUMAN	Q9BX59	Tapasin-related protein (TAPASIN-R) (TAP-binding protein-like) (TAP-binding protein-related protein) (TAPBP-R) (Tapasin-like)	TAPBPL	TAPBPL	FALSE	NA	NA	ENSG00000139192	TAPBPL	protein_coding	TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]	-0.5810760099	-0.0730042213	 0.4760134447	-0.2322691787	 3.178073e-01	 7.138541e-01	 0	8.041195e-01	0.2483688913	
