ENSG	ENSG.ver	name	type	description	logFC	P.Value	-log10(P.Val)	adj.P.Val
ENSG00000071242	ENSG00000071242.11	RPS6KA2	protein_coding	ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]	-0.0528	0.403	0.395	0.709
ENSG00000135605	ENSG00000135605.12	TEC	protein_coding	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]	-0.0533	0.403	0.395	0.709
ENSG00000179886	ENSG00000179886.5	TIGD5	protein_coding	tigger transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:18336]	-0.0546	0.403	0.395	0.709
ENSG00000145916	ENSG00000145916.18	RMND5B	protein_coding	required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181]	-0.0274	0.403	0.395	0.709
ENSG00000279845	ENSG00000279845.1	RP11-6L6.4	TEC	TEC	-0.095	0.403	0.395	0.709
ENSG00000251660	ENSG00000251660.1	AC007036.5	lncRNA	novel transcript	0.159	0.403	0.395	0.709
ENSG00000206737	ENSG00000206737.1	RNVU1-18	snRNA	RNA, variant U1 small nuclear 18 [Source:HGNC Symbol;Acc:HGNC:37496]	-0.0858	0.403	0.395	0.709
ENSG00000237781	ENSG00000237781.3	RP11-54A4.2	lncRNA	ADAMTSL4 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40895]	0.131	0.403	0.395	0.709
ENSG00000087266	ENSG00000087266.15	SH3BP2	protein_coding	SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]	-0.0436	0.403	0.395	0.709
ENSG00000254206	ENSG00000254206.5	NPIPB11	protein_coding	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]	0.113	0.403	0.395	0.709
ENSG00000130813	ENSG00000130813.17	C19orf66	protein_coding	shiftless antiviral inhibitor of ribosomal frameshifting [Source:HGNC Symbol;Acc:HGNC:25649]	-0.052	0.403	0.395	0.709
ENSG00000244968	ENSG00000244968.6	CTD-2196P11.1	lncRNA	LIFR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43600]	0.0638	0.403	0.395	0.709
ENSG00000231345	ENSG00000231345.3	RP11-564C4.6	transcribed_processed_pseudogene	BEN domain containing 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45014]	-0.152	0.403	0.395	0.709
ENSG00000021300	ENSG00000021300.13	PLEKHB1	protein_coding	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	-0.0972	0.403	0.395	0.709
ENSG00000137124	ENSG00000137124.7	ALDH1B1	protein_coding	aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]	-0.108	0.403	0.394	0.709
ENSG00000055732	ENSG00000055732.12	MCOLN3	protein_coding	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	-0.138	0.403	0.394	0.709
ENSG00000100429	ENSG00000100429.17	HDAC10	protein_coding	histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]	0.0861	0.403	0.394	0.709
ENSG00000109906	ENSG00000109906.13	ZBTB16	protein_coding	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]	-0.0828	0.403	0.394	0.709
ENSG00000164176	ENSG00000164176.12	EDIL3	protein_coding	EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]	-0.249	0.403	0.394	0.709
ENSG00000226742	ENSG00000226742.3	HSBP1L1	protein_coding	heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243]	0.118	0.403	0.394	0.709
ENSG00000187372	ENSG00000187372.11	PCDHB13	protein_coding	protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]	-0.0933	0.403	0.394	0.709
ENSG00000138031	ENSG00000138031.14	ADCY3	protein_coding	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	-0.0744	0.403	0.394	0.709
ENSG00000188021	ENSG00000188021.8	UBQLN2	protein_coding	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	-0.044	0.403	0.394	0.709
ENSG00000167645	ENSG00000167645.16	YIF1B	protein_coding	Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]	0.0564	0.404	0.394	0.709
ENSG00000176209	ENSG00000176209.11	SMIM19	protein_coding	small integral membrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25166]	-0.0523	0.404	0.394	0.709
ENSG00000198498	ENSG00000198498.9	TMA16	protein_coding	translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]	0.0353	0.404	0.394	0.709
ENSG00000187922	ENSG00000187922.13	LCN10	protein_coding	lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]	-0.199	0.404	0.394	0.709
ENSG00000279425	ENSG00000279425.1	CTD-2017D11.2	TEC	TEC	-0.0808	0.404	0.394	0.709
ENSG00000082516	ENSG00000082516.8	GEMIN5	protein_coding	gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]	-0.0268	0.404	0.394	0.709
ENSG00000141971	ENSG00000141971.12	MVB12A	protein_coding	multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]	0.0476	0.404	0.394	0.709
ENSG00000165125	ENSG00000165125.19	TRPV6	protein_coding	transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]	0.24	0.404	0.394	0.709
ENSG00000146281	ENSG00000146281.5	PM20D2	protein_coding	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]	-0.0741	0.404	0.394	0.709
ENSG00000230562	ENSG00000230562.3	AC019201.1	processed_pseudogene	family with sequence similarity 133 member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:44192]	0.0957	0.404	0.394	0.709
ENSG00000100815	ENSG00000100815.12	TRIP11	protein_coding	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]	-0.0263	0.404	0.393	0.709
ENSG00000261459	ENSG00000261459.1	AC002310.11	protein_coding	novel transcript	0.139	0.404	0.393	0.709
ENSG00000124784	ENSG00000124784.8	RIOK1	protein_coding	RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]	0.031	0.404	0.393	0.709
ENSG00000228594	ENSG00000228594.3	C1orf233	protein_coding	fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]	-0.217	0.404	0.393	0.709
ENSG00000140009	ENSG00000140009.18	ESR2	protein_coding	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]	0.089	0.404	0.393	0.709
ENSG00000181031	ENSG00000181031.15	RPH3AL	protein_coding	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]	-0.148	0.404	0.393	0.709
ENSG00000159216	ENSG00000159216.18	RUNX1	protein_coding	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	0.183	0.404	0.393	0.709
ENSG00000279880	ENSG00000279880.1	RP11-855A2.2	TEC	TEC	-0.0722	0.404	0.393	0.709
ENSG00000162643	ENSG00000162643.12	WDR63	protein_coding	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]	-0.172	0.404	0.393	0.709
ENSG00000229124	ENSG00000229124.6	RP11-124N14.4	lncRNA	VIM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44879]	-0.0629	0.405	0.393	0.709
ENSG00000079616	ENSG00000079616.12	KIF22	protein_coding	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	-0.0571	0.405	0.393	0.709
ENSG00000100201	ENSG00000100201.20	DDX17	protein_coding	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	-0.0516	0.405	0.393	0.709
ENSG00000230490	ENSG00000230490.2	RP11-141M1.3	lncRNA	novel transcript	-0.115	0.405	0.393	0.709
ENSG00000169136	ENSG00000169136.10	ATF5	protein_coding	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]	0.0677	0.405	0.393	0.709
ENSG00000236444	ENSG00000236444.4	RP11-223E19.1	protein_coding	ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]	0.182	0.405	0.393	0.709
ENSG00000132016	ENSG00000132016.11	C19orf57	protein_coding	break repair meiotic recombinase recruitment factor 1 [Source:HGNC Symbol;Acc:HGNC:28153]	0.0819	0.405	0.393	0.71
ENSG00000227954	ENSG00000227954.6	TARID	lncRNA	TCF21 antisense RNA inducing promoter demethylation [Source:HGNC Symbol;Acc:HGNC:50506]	-0.157	0.405	0.393	0.71
ENSG00000088882	ENSG00000088882.7	CPXM1	protein_coding	carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]	-0.425	0.405	0.393	0.71
ENSG00000000005	ENSG00000000005.5	TNMD	protein_coding	tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]	0.366	0.405	0.393	0.71
ENSG00000110651	ENSG00000110651.11	CD81	protein_coding	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	-0.0555	0.405	0.393	0.71
ENSG00000181827	ENSG00000181827.14	RFX7	protein_coding	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]	-0.0634	0.405	0.393	0.71
ENSG00000170142	ENSG00000170142.11	UBE2E1	protein_coding	ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477]	0.0326	0.405	0.393	0.71
ENSG00000261408	ENSG00000261408.6	TEN1-CDK3	protein_coding	TEN1-CDK3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44420]	-0.0733	0.405	0.393	0.71
ENSG00000267365	ENSG00000267365.1	KCNJ2-AS1	lncRNA	KCNJ2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43720]	0.0947	0.405	0.392	0.71
ENSG00000261754	ENSG00000261754.2	CTC-523E23.1	lncRNA	novel transcript	-0.0876	0.405	0.392	0.71
ENSG00000280206	ENSG00000280206.1	CTB-193M12.5	lncRNA	novel transcript	0.07	0.405	0.392	0.71
ENSG00000248954	ENSG00000248954.1	RP11-304F15.4	lncRNA	novel transcript	-0.205	0.405	0.392	0.71
ENSG00000269755	ENSG00000269755.1	CTD-3105H18.18	protein_coding	novel transcript	0.16	0.405	0.392	0.71
ENSG00000116883	ENSG00000116883.8	RP11-268J15.5	NA	NA	-0.0898	0.405	0.392	0.71
ENSG00000100399	ENSG00000100399.15	CHADL	protein_coding	chondroadherin like [Source:HGNC Symbol;Acc:HGNC:25165]	-0.0741	0.405	0.392	0.71
ENSG00000196793	ENSG00000196793.13	ZNF239	protein_coding	zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]	-0.0588	0.406	0.392	0.71
ENSG00000171456	ENSG00000171456.17	ASXL1	protein_coding	ASXL transcriptional regulator 1 [Source:HGNC Symbol;Acc:HGNC:18318]	-0.0455	0.406	0.392	0.71
ENSG00000167193	ENSG00000167193.7	CRK	protein_coding	CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]	0.0434	0.406	0.392	0.71
ENSG00000213866	ENSG00000213866.3	RP11-327L3.5	processed_pseudogene	Y-box binding protein 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42432]	0.0785	0.406	0.392	0.71
ENSG00000136854	ENSG00000136854.20	STXBP1	protein_coding	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	-0.0661	0.406	0.392	0.71
ENSG00000228929	ENSG00000228929.1	RP11-159C21.4	processed_pseudogene	ribosomal protein S13 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36364]	0.0821	0.406	0.392	0.71
ENSG00000274618	ENSG00000274618.1	HIST1H4F	protein_coding	H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]	-0.136	0.406	0.392	0.71
ENSG00000185651	ENSG00000185651.14	UBE2L3	protein_coding	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]	0.0328	0.406	0.391	0.71
ENSG00000253729	ENSG00000253729.7	PRKDC	protein_coding	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]	-0.0323	0.406	0.391	0.71
ENSG00000047365	ENSG00000047365.11	ARAP2	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	0.0919	0.406	0.391	0.71
ENSG00000177000	ENSG00000177000.11	MTHFR	protein_coding	methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]	-0.039	0.406	0.391	0.71
ENSG00000156253	ENSG00000156253.6	RWDD2B	protein_coding	RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]	0.0571	0.406	0.391	0.71
ENSG00000205593	ENSG00000205593.11	DENND6B	protein_coding	DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]	-0.0793	0.406	0.391	0.711
ENSG00000260470	ENSG00000260470.1	RP11-834C11.11	lncRNA	novel transcript	0.214	0.406	0.391	0.711
ENSG00000009335	ENSG00000009335.17	UBE3C	protein_coding	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]	0.0394	0.406	0.391	0.711
ENSG00000277443	ENSG00000277443.2	MARCKS	protein_coding	myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]	-0.0793	0.406	0.391	0.711
ENSG00000249850	ENSG00000249850.1	CTD-2653M23.1	processed_pseudogene	keratin 18 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:33400]	-0.0578	0.406	0.391	0.711
ENSG00000169629	ENSG00000169629.11	RGPD8	protein_coding	RANBP2 like and GRIP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:9849]	-0.12	0.406	0.391	0.711
ENSG00000197070	ENSG00000197070.13	ARRDC1	protein_coding	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	-0.0433	0.406	0.391	0.711
ENSG00000135211	ENSG00000135211.5	TMEM60	protein_coding	transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]	0.0647	0.406	0.391	0.711
ENSG00000230063	ENSG00000230063.1	RP11-384C4.6	lncRNA	novel transcript, sense intronic to PPP2R5A	-0.109	0.406	0.391	0.711
ENSG00000272689	ENSG00000272689.1	RP4-539M6.21	lncRNA	novel transcript, sense intonic to	-0.13	0.407	0.391	0.711
ENSG00000282961	ENSG00000282961.1	PRNCR1	lncRNA	prostate cancer associated non-coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:48942]	-0.118	0.407	0.391	0.711
ENSG00000168389	ENSG00000168389.17	MFSD2A	protein_coding	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]	0.283	0.407	0.391	0.711
ENSG00000184343	ENSG00000184343.10	SRPK3	protein_coding	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402]	0.057	0.407	0.391	0.711
ENSG00000177465	ENSG00000177465.4	ACOT4	protein_coding	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]	-0.126	0.407	0.391	0.711
ENSG00000236279	ENSG00000236279.6	CLEC2L	protein_coding	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]	-0.26	0.407	0.391	0.711
ENSG00000161526	ENSG00000161526.14	SAP30BP	protein_coding	SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785]	-0.0229	0.407	0.391	0.711
ENSG00000086666	ENSG00000086666.18	ZFAND6	protein_coding	zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]	0.0281	0.407	0.391	0.711
ENSG00000169313	ENSG00000169313.9	P2RY12	protein_coding	purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]	-0.155	0.407	0.391	0.711
ENSG00000116157	ENSG00000116157.5	GPX7	protein_coding	glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]	-0.101	0.407	0.391	0.711
ENSG00000283029	ENSG00000283029.1	RN7SL1	NA	NA	0.104	0.407	0.39	0.711
ENSG00000176485	ENSG00000176485.11	PLA2G16	protein_coding	phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]	0.0543	0.407	0.39	0.711
ENSG00000103254	ENSG00000103254.9	FAM173A	protein_coding	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]	0.0609	0.407	0.39	0.711
ENSG00000204789	ENSG00000204789.4	XXbac-BPG24O18.1	processed_pseudogene	zinc finger protein 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:12995]	-0.115	0.407	0.39	0.711
ENSG00000156381	ENSG00000156381.8	ANKRD9	protein_coding	ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]	0.0669	0.407	0.39	0.711
ENSG00000165905	ENSG00000165905.17	GYLTL1B	protein_coding	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]	-0.546	0.407	0.39	0.711
ENSG00000158258	ENSG00000158258.16	CLSTN2	protein_coding	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]	-0.135	0.407	0.39	0.711
ENSG00000226419	ENSG00000226419.7	RP11-31F15.1	lncRNA	SLC16A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49445]	-0.0742	0.407	0.39	0.711
ENSG00000128918	ENSG00000128918.14	ALDH1A2	protein_coding	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	-0.105	0.407	0.39	0.711
ENSG00000079805	ENSG00000079805.16	DNM2	protein_coding	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]	0.029	0.407	0.39	0.711
ENSG00000126749	ENSG00000126749.14	EMG1	protein_coding	EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]	-0.03	0.408	0.39	0.711
ENSG00000259511	ENSG00000259511.2	RP11-182J1.16	transcribed_unprocessed_pseudogene	ubiquitin conjugating enzyme E2 Q2 like [Source:HGNC Symbol;Acc:HGNC:44656]	-0.137	0.408	0.389	0.712
ENSG00000172987	ENSG00000172987.12	HPSE2	protein_coding	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	0.22	0.408	0.389	0.712
ENSG00000277543	ENSG00000277543.1	RP11-452L6.8	lncRNA	novel transcript, antisense to COX6A2	-0.14	0.408	0.389	0.712
ENSG00000259358	ENSG00000259358.1	RP11-456J20.1	processed_pseudogene	DEP domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31125]	-0.109	0.408	0.389	0.712
ENSG00000238000	ENSG00000238000.1	RP11-274E7.2	processed_pseudogene	proteasome activator subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20632]	0.186	0.408	0.389	0.712
ENSG00000159885	ENSG00000159885.13	ZNF222	protein_coding	zinc finger protein 222 [Source:HGNC Symbol;Acc:HGNC:13015]	0.0601	0.408	0.389	0.712
ENSG00000204442	ENSG00000204442.3	FAM155A	protein_coding	family with sequence similarity 155 member A [Source:HGNC Symbol;Acc:HGNC:33877]	-0.175	0.408	0.389	0.712
ENSG00000235831	ENSG00000235831.6	AC018816.4	lncRNA	BHLHE40 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44471]	0.0933	0.408	0.389	0.712
ENSG00000108786	ENSG00000108786.10	HSD17B1	protein_coding	hydroxysteroid 17-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210]	-0.0713	0.408	0.389	0.712
ENSG00000277539	ENSG00000277539.1	RP11-298C2.1	NA	NA	-0.145	0.408	0.389	0.712
ENSG00000172331	ENSG00000172331.11	BPGM	protein_coding	bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]	0.0733	0.408	0.389	0.712
ENSG00000270617	ENSG00000270617.1	URGCP-MRPS24	protein_coding	URGCP-MRPS24 readthrough [Source:HGNC Symbol;Acc:HGNC:49188]	0.277	0.408	0.389	0.712
ENSG00000131459	ENSG00000131459.12	GFPT2	protein_coding	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	0.103	0.408	0.389	0.712
ENSG00000101138	ENSG00000101138.11	CSTF1	protein_coding	cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483]	-0.0352	0.408	0.389	0.712
ENSG00000089486	ENSG00000089486.16	CDIP1	protein_coding	cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]	-0.0455	0.408	0.389	0.712
ENSG00000169224	ENSG00000169224.12	GCSAML	protein_coding	germinal center associated signaling and motility like [Source:HGNC Symbol;Acc:HGNC:29583]	0.152	0.408	0.389	0.712
ENSG00000186187	ENSG00000186187.11	ZNRF1	protein_coding	zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]	0.0494	0.408	0.389	0.712
ENSG00000198176	ENSG00000198176.12	TFDP1	protein_coding	transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]	0.0363	0.409	0.389	0.712
ENSG00000107147	ENSG00000107147.12	KCNT1	protein_coding	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]	-0.116	0.409	0.389	0.712
ENSG00000196597	ENSG00000196597.11	ZNF782	protein_coding	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]	-0.0529	0.409	0.389	0.712
ENSG00000088854	ENSG00000088854.12	C20orf194	protein_coding	chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]	-0.0959	0.409	0.389	0.712
ENSG00000180015	ENSG00000180015.12	RP11-756P10.3	processed_pseudogene	mitochondrial translational release factor 1-like (MTRF1L) pseudogene	0.267	0.409	0.389	0.712
ENSG00000241217	ENSG00000241217.3	RN7SL809P	misc_RNA	RNA, 7SL, cytoplasmic 809, pseudogene [Source:HGNC Symbol;Acc:HGNC:46825]	-0.128	0.409	0.389	0.712
ENSG00000170561	ENSG00000170561.12	IRX2	protein_coding	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	0.169	0.409	0.389	0.712
ENSG00000164611	ENSG00000164611.12	PTTG1	protein_coding	PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]	0.128	0.409	0.389	0.712
ENSG00000116191	ENSG00000116191.17	RALGPS2	protein_coding	Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]	-0.0787	0.409	0.389	0.712
ENSG00000180096	ENSG00000180096.11	SEPT1	protein_coding	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	0.101	0.409	0.389	0.712
ENSG00000106123	ENSG00000106123.11	EPHB6	protein_coding	EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]	-0.0685	0.409	0.389	0.712
ENSG00000250767	ENSG00000250767.1	RP11-1084J3.3	processed_pseudogene	fumarate hydratase (FH) pseudogene	-0.279	0.409	0.388	0.712
ENSG00000186603	ENSG00000186603.5	HPDL	protein_coding	4-hydroxyphenylpyruvate dioxygenase like [Source:HGNC Symbol;Acc:HGNC:28242]	-0.173	0.409	0.388	0.712
ENSG00000204120	ENSG00000204120.14	GIGYF2	protein_coding	GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]	-0.0196	0.409	0.388	0.712
ENSG00000228486	ENSG00000228486.10	AC017099.3	protein_coding	chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]	0.0678	0.409	0.388	0.712
ENSG00000138074	ENSG00000138074.14	SLC5A6	protein_coding	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	-0.0474	0.409	0.388	0.712
ENSG00000187553	ENSG00000187553.8	CYP26C1	protein_coding	cytochrome P450 family 26 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:20577]	-0.138	0.409	0.388	0.712
ENSG00000152229	ENSG00000152229.18	PSTPIP2	protein_coding	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	0.0956	0.409	0.388	0.712
ENSG00000164270	ENSG00000164270.17	HTR4	protein_coding	5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]	-0.15	0.409	0.388	0.712
ENSG00000172262	ENSG00000172262.11	ZNF131	protein_coding	zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]	0.03	0.409	0.388	0.712
ENSG00000189362	ENSG00000189362.11	NEMP2	protein_coding	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]	-0.0592	0.409	0.388	0.712
ENSG00000120685	ENSG00000120685.19	PROSER1	protein_coding	proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]	0.0461	0.409	0.388	0.712
ENSG00000255203	ENSG00000255203.1	OR7E2P	unprocessed_pseudogene	olfactory receptor family 7 subfamily E member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8402]	-0.14	0.409	0.388	0.712
ENSG00000239884	ENSG00000239884.3	RN7SL608P	misc_RNA	RNA, 7SL, cytoplasmic 608, pseudogene [Source:HGNC Symbol;Acc:HGNC:46624]	0.119	0.409	0.388	0.712
ENSG00000165775	ENSG00000165775.17	FUNDC2	protein_coding	FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	-0.0433	0.409	0.388	0.712
ENSG00000165507	ENSG00000165507.8	C10orf10	protein_coding	DEPP1 autophagy regulator [Source:HGNC Symbol;Acc:HGNC:23355]	0.124	0.409	0.388	0.712
ENSG00000165195	ENSG00000165195.15	PIGA	protein_coding	phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957]	-0.0519	0.409	0.388	0.712
ENSG00000226761	ENSG00000226761.3	TAS2R46	protein_coding	taste 2 receptor member 46 [Source:HGNC Symbol;Acc:HGNC:18877]	-0.0711	0.41	0.388	0.712
ENSG00000207392	ENSG00000207392.1	SNORA20	snoRNA	small nucleolar RNA, H/ACA box 20 [Source:HGNC Symbol;Acc:HGNC:32610]	-0.0955	0.41	0.388	0.712
ENSG00000119866	ENSG00000119866.21	BCL11A	protein_coding	BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]	-0.15	0.41	0.387	0.712
